phrase,count,rank
"NP(ADVP,JJ,NNS)",4,2163
"VP(VBP,SBAR,S)",4,2164
"NP(PRP$,NNS,SBAR)",4,2165
"VP(VBP,SBARQ)",4,2166
"QP(RB,NN)",4,2167
"VP(MD,NP,NP)",4,2168
"NP(DT,CD,NNPS)",4,2169
"PP(VBN,S)",4,2170
"ADJP(JJS,VBN)",4,2171
"SBAR(SBAR,CC,RB)",4,2172
"ADJP(RB,JJ,NN)",4,2173
"ADJP(ADJP,FW)",4,2174
"PP(ADVP,IN,ADVP)",4,2175
"NP(NP,CC,LS)",4,2176
"NP(NN,NML,NN)",4,2177
"NP(NNP,CC,NNPS)",4,2178
"VP(VB,CC,VP)",4,2179
"ADJP(NP,VBN)",4,2180
"S(NP,FW,NP)",4,2181
"SBAR(JJ,SBAR)",4,2182
"ADJP(JJ,VP)",4,2183
"ADJP(JJ,CONJP,JJ)",4,2184
"S(ADVP,ADVP)",4,2185
"NP(NN,VP)",4,2186
"NP(RB,CD)",4,2187
"NML(NML,CC,NP)",4,2188
"VP(POS,S)",4,2189
"QP(CC,JJR)",4,2190
"NP(ADJP,NML,NNS)",4,2191
"ADVP(RP,CC,RB)",4,2192
"FRAG(NP,NP,NP)",4,2193
"ADJP(CC,JJ,PP)",4,2194
"NP(RB,JJR)",4,2195
"NP(NP,FW,NNS)",4,2196
"ADVP(ADVP,RB,PP)",4,2197
"ADVP(RB,DT)",4,2198
"SINV(PP,VP,SBAR)",4,2199
"PP(ADVP,VBG,PP)",4,2200
"SINV(CC,VBZ,NP)",4,2201
"FRAG(NP,INTJ)",3,2202
"NML(FW,NN)",3,2203
"NML(NNS,CC,JJ)",3,2204
"NP(FW,HYPH,NN)",3,2205
"NML(NNS,JJ)",3,2206
"FRAG(INTJ,ADVP)",3,2207
"ADJP(RB,SBAR)",3,2208
"ADJP(NP,ADJP)",3,2209
"VP(FW,HYPH,FW)",3,2210
"FRAG(CC,ADVP,NP)",3,2211
"NP(CD,NML)",3,2212
"NP(CD,NNP,NNS)",3,2213
"S(S,INTJ,S)",3,2214
"NP(NP,NP,AFX)",3,2215
"NP(IN,JJ,NNS)",3,2216
"SINV(VBP,NP,NP)",3,2217
"NP(DT,WHNP)",3,2218
"LST(UH,NN)",3,2219
"NP(QP,JJ)",3,2220
"VP(MD,ADVP,PP)",3,2221
"ADJP(JJ,SYM,JJ)",3,2222
"NP(PRP$,S)",3,2223
"VP(VBD,SBAR,SBAR)",3,2224
"NP(CC,NP,SBAR)",3,2225
"NP(POS,NN)",3,2226
"VP(VBP,PRN,ADJP)",3,2227
"NP(NML,HYPH,NN)",3,2228
"VP(FW,RB,NP)",3,2229
"S(NP,VP,NFP)",3,2230
"NP(JJS,NN,NNS)",3,2231
"UCP(ADVP,CC,ADVP)",3,2232
"CONJP(RB,IN,ADJP)",3,2233
"NML(NN,PP)",3,2234
"VP(VBN,NP,UCP)",3,2235
"NP(ADJP,VBG)",3,2236
"S(ADJP,ADVP,VP)",3,2237
"SBAR(WHPP,SBAR)",3,2238
"ADVP(PP,PP)",3,2239
"S(CC,NP,PP)",3,2240
"ADVP(ADVP,JJ)",3,2241
"S(ADVP,PRN)",3,2242
"NP(CD,HYPH,JJ)",3,2243
"VP(VP,NP,VP)",3,2244
"NP(FW,NN,NN)",3,2245
"VP(VB,NN)",3,2246
"SBARQ(CC,WHNP,S)",3,2247
"NP(NN,HYPH,VB)",3,2248
"S(SBARQ,NP,VP)",3,2249
"NP(NNP,FW,NNS)",3,2250
"VP(NP,CC,VP)",3,2251
"VP(VB,LST)",3,2252
"NP(UH,CC,NN)",3,2253
"SBAR(IN,JJ)",3,2254
"ADJP(RB,IN,JJ)",3,2255
"VP(ADVP,S)",3,2256
"S(S,PRN,SBAR)",3,2257
"S(S,NP,SBAR)",3,2258
"NP(RB,RB)",3,2259
"ADVP(ADVP,CC,ADJP)",3,2260
"NP(NML,NML,NNS)",3,2261
"VP(VB,CC,NN)",3,2262
"NML(NNP,CC,NN)",3,2263
"VP(VBP,PRN,S)",3,2264
"VP(PP,VBP,NP)",3,2265
"NP(NP,RB,ADJP)",3,2266
"SBAR(IN,S,NP)",3,2267
"SINV(PP,VP,S)",3,2268
"NP(SBAR,S)",3,2269
"NP(CD,QP)",3,2270
"NP(NP,FW,VP)",3,2271
"SBAR(SBAR,SQ)",3,2272
"VP(VB,PRT,ADVP)",3,2273
"NP(PRP$,NNS,NNS)",3,2274
"NP(NN,CC,PRP)",3,2275
"PP(JJ,IN,ADJP)",3,2276
"ADVP(RB,NP)",3,2277
"NP(VP,FW)",3,2278
"PP(PP,ADVP,PP)",3,2279
"PP(SYM,IN,NP)",3,2280
"NP(NP,NML,FW)",3,2281
"NP(NNP,VB)",3,2282
"NP(PDT,ADJP)",3,2283
"NP(FW,ADJP,FW)",3,2284
"VP(VBP,WHADVP)",3,2285
"NP(LS,NNP,POS)",3,2286
"NML(RB,NN)",3,2287
"SBARQ(WHADVP,S)",3,2288
"VP(VBZ,VP,SBAR)",3,2289
"NP(UCP,NNP)",3,2290
"ADVP(NN,RB)",3,2291
"ADJP(ADJP,ADVP,PP)",3,2292
"NP(NP,FW,S)",3,2293
"FRAG(PP,S)",3,2294
"NP(NP,PP,FW)",3,2295
"NP(RB,NN,NNS)",3,2296
"NP(NNP,NN,S)",3,2297
"VP(ADJP,SBAR)",3,2298
"VP(VBG,NNS)",3,2299
"VP(VB,RB,PP)",3,2300
"ADJP(JJS,S)",3,2301
"NP(CD,POS)",3,2302
"NP(RB,HYPH,NNS)",3,2303
"NP(DT,NN,WHPP)",3,2304
"VP(VBN,CC,VP)",3,2305
"FRAG(PP,WHNP,SQ)",3,2306
"ADJP(JJ,JJ,NNS)",3,2307
"VP(VB,VP,PP)",3,2308
"NP(NP,ADVP,PRN)",3,2309
"WHNP(WP$,ADJP,NN)",3,2310
"SQ(VBP,NP,SBAR)",3,2311
"CONJP(RB,IN,S)",3,2312
"NP(JJ,NN,RB)",3,2313
"NML(NNP,CC,JJ)",3,2314
"NP(NN,NN,NFP)",3,2315
"ADJP(JJ,JJ,NN)",3,2316
"VP(VBZ,CONJP,SBAR)",3,2317
"INTJ(UH,FW)",3,2318
"NP(NML,NNP,NN)",3,2319
"VP(VBG,SBAR,NP)",3,2320
"VP(VBZ,NP,PRN)",3,2321
"NML(ADJP,CC,ADJP)",3,2322
"ADJP(JJS,CC,JJS)",3,2323
"NP(VB,NN,NN)",3,2324
"NP(PDT,DT,RBR)",3,2325
"VP(ADVP,VBG,VP)",3,2326
"NP(JJ,FW)",3,2327
"NML(JJR,NN)",3,2328
"VP(VBN,ADJP,VP)",3,2329
"NP(NP,WHNP,SQ)",3,2330
"SBAR(IN,PP,PP)",3,2331
"SBAR(ADVP,IN,SINV)",3,2332
"NP(NN,NNPS)",3,2333
"NP(NN,NNS,SBAR)",3,2334
"NP(RB,NP,NN)",3,2335
"VP(FW,PP)",3,2336
"NP(DT,NML,FW)",3,2337
"NML(FW,NNP)",3,2338
"ADJP(NP,JJ,PP)",3,2339
"NP(VBN,NML,NNS)",3,2340
"NP(NN,HYPH,WRB)",3,2341
"NML(NML,VP)",3,2342
"FRAG(ADVP,WHNP,SQ)",3,2343
"SQ(VP,NP)",3,2344
"ADJP(JJ,JJ,NNP)",3,2345
"S(WHNP,NP,VP)",3,2346
"SBAR(SBAR,SBAR,S)",3,2347
"NP(NP,CC,DT)",3,2348
"WHNP(WP$,VBN,NN)",3,2349
"S(ADVP,NP,PP)",3,2350
"NP(NML,NNP,NP)",3,2351
"VP(FW,NP,PP)",3,2352
"NP(JJR,JJ)",3,2353
"NP(DT,RB,RB)",3,2354
"VP(VB,RB,ADJP)",3,2355
"VP(MD,RB,NP)",3,2356
"FRAG(ADVP,SBAR)",3,2357
"ADVP(ADVP,NN)",3,2358
"PP(IN,NNP)",3,2359
"NML(NNP,CD)",3,2360
"ADJP(RBS,RB)",3,2361
"NML(NML,SBAR)",3,2362
"PP(PP,UCP)",3,2363
"S(CC,ADVP,NP)",3,2364
"SBAR(S,CC,VP)",3,2365
"ADVP(ADVP,ADVP,PP)",3,2366
"S(CC,PP,NP)",3,2367
"SBARQ(WHADVP,WHADVP,SQ)",3,2368
"S(PP,ADVP,NP)",3,2369
"FRAG(INTJ,SBAR)",3,2370
"ADJP(RBS,VBG)",3,2371
"VP(VB,IN,NP)",3,2372
"ADJP(ADJP,RB,VP)",3,2373
"NP(DT,JJ,ADVP)",3,2374
"SBAR(IN,RB,S)",3,2375
"NP(VBG,NP)",3,2376
"PP(CONJP,CC,PP)",3,2377
"CONJP(RB,JJS)",3,2378
"NP(VBN,VBN,NNS)",3,2379
"VP(VP,SQ)",3,2380
"NP(JJ,JJR,NN)",3,2381
"VP(VBD,CC,VBD)",3,2382
"NP(RB,VBG)",3,2383
"NP(NP,NNP,FW)",3,2384
"VP(VB,ADVP,VBN)",3,2385
"S(SBAR,NP,S)",3,2386
"NP(NN,NML,NNS)",3,2387
"VP(VBP,CC,SBAR)",3,2388
"PRN(S,FW)",3,2389
"ADJP(ADJP,CC,SBAR)",3,2390
"NP(LST,PP)",3,2391
"PP(IN,HYPH,ADJP)",3,2392
"NP(FW,NN,FW)",3,2393
"NP(PP,NN,SBAR)",3,2394
"NML(DT,JJ,NN)",3,2395
"WHNP(WP$,NN,NNS)",3,2396
"VP(VBG,HYPH,PP)",3,2397
"NP(NP,PP,NNS)",3,2398
"PP(IN,NFP)",3,2399
"QP(DT,CC,RB)",3,2400
"NP(ADJP,S)",3,2401
"NP(FW,JJ,NNS)",3,2402
"S(IN,SBAR)",3,2403
"ADJP(DT,HYPH,NN)",3,2404
"PP(IN,QP)",3,2405
"SBARQ(WHADJP,SQ)",3,2406
"PP(IN,SQ)",3,2407
"S(ADVP,ADJP)",3,2408
"PP(FW,PP)",3,2409
"NML(NML,ADJP)",3,2410
"NP(VBN,NNP)",3,2411
"NP(JJ,CC,JJ)",3,2412
"NP(JJ,NNS,NP)",3,2413
"S(ADVP,SBAR,NP)",3,2414
"VP(VBG,SBARQ)",3,2415
"NP(INTJ,NP)",3,2416
"VP(VBZ,FRAG)",3,2417
"CONJP(RB,IN,RB)",3,2418
"NP(NNS,RB)",3,2419
"VP(VBP,ADVP,VBN)",3,2420
"ADJP(JJR,S)",3,2421
"NP(JJ,UCP,NNS)",3,2422
"ADJP(RB,VP)",3,2423
"NP(CD,NML,NNS)",3,2424
"ADJP(NNP,IN)",3,2425
"NP(NN,RB,NN)",3,2426
"NP(DT,ADVP,NN)",3,2427
"SBAR(SBAR,NP)",3,2428
"NP(CC,DT)",3,2429
"NP(PDT,DT,NNPS)",3,2430
"NP(NNP,S)",3,2431
"VP(VBN,SBAR,S)",3,2432
"NP(NP,LS)",3,2433
"NP(ADVP,PRP)",3,2434
"NP(NP,CD)",3,2435
"NP(LST,NN)",3,2436
"VP(VB,VP,NP)",3,2437
"ADJP(JJR,CC,JJ)",3,2438
"NP(NP,JJ,NP)",3,2439
"NP(DT,VP,NN)",3,2440
"NP(UH,RB)",3,2441
"VP(VBN,S,NP)",3,2442
"VP(ADVP,VBG,ADJP)",3,2443
"WHNP(NP,SBAR)",3,2444
"ADJP(ADVP,JJR)",3,2445
"NP(NNP,NML,NNP)",3,2446
"VP(VBZ,NP,X)",3,2447
"SBAR(WHADJP,NP)",3,2448
"NP(NP,PP,POS)",3,2449
"NP(QP,PP)",3,2450
"NP(ADVP,NP,NN)",3,2451
"VP(NFP,VP)",3,2452
"ADVP(DT,NN,WHADJP)",3,2453
"NP(IN,S)",3,2454
"ADVP(JJR,RB)",3,2455
"UCP(JJ,CC,NNP)",3,2456
"ADJP(ADJP,RB,NP)",3,2457
"FRAG(INTJ,INTJ)",3,2458
"ADJP(JJ,HYPH,DT)",3,2459
"NP(JJ,CD)",3,2460
"NML(NN,NNP)",3,2461
"ADJP(JJS,PP)",3,2462
"NP(PRP,JJ,NNS)",3,2463
"NML(NN,CC)",3,2464
"ADJP(VBN,CC,ADJP)",3,2465
"VP(NNP,VP)",3,2466
"NP(NN,CC,VBP)",3,2467
"SBARQ(WHADVP,RB)",3,2468
"NP(DT,PRP,POS)",3,2469
"UCP(NML,ADJP)",3,2470
"NP(JJ,NNP,CD)",3,2471
"ADJP(VBN,PP,PP)",3,2472
"SQ(VBZ,RB,NP)",3,2473
"ADJP(PDT,JJ)",3,2474
"NP(ADJP,NML)",3,2475
"NP(PRP,RB)",3,2476
"NP(NP,INTJ,VP)",3,2477
"ADVP(ADVP,S)",3,2478
"ADVP(NP,RBR,JJ)",3,2479
"VP(VB,CC,PP)",3,2480
"ADVP(UH,NN)",3,2481
"SQ(S,WHADVP,SQ)",3,2482
"S(PP,PP,NP)",3,2483
"VP(VB,CONJP,VP)",3,2484
"SBAR(S,VP)",3,2485
"VP(FW,NNP)",3,2486
"S(NML,NP,VP)",3,2487
"VP(IN,HYPH,VP)",3,2488
"NP(PRP,JJ)",3,2489
"NP(FW,NN,NNS)",3,2490
"SQ(RB,VP)",3,2491
"NP(NNP,NNP,UH)",3,2492
"NML(JJ,NNP,NN)",3,2493
"S(S,IN,S)",3,2494
"NML(NNP,NNP,NN)",3,2495
"PP(IN,INTJ,S)",3,2496
"SQ(ADVP,VP,NP)",3,2497
"VP(VB,INTJ,SBAR)",3,2498
"VP(VBZ,SBAR,VP)",3,2499
"S(S,ADJP)",3,2500
"PP(IN,FRAG)",3,2501
"VP(MD,S,VP)",3,2502
"FRAG(FRAG,NP)",3,2503
"UCP(ADVP,CC,ADJP)",3,2504
"UCP(ADJP,CONJP,NP)",3,2505
"NP(RB,WP)",3,2506
"SBARQ(WHPP,SQ)",3,2507
"SBAR(PRN,S)",3,2508
"VP(VB,PRT,ADJP)",3,2509
"FRAG(ADJP,PP)",3,2510
"ADJP(NN,HYPH,UH)",3,2511
"ADJP(CONJP,JJ)",3,2512
"SINV(CC,VP)",3,2513
"VP(PP,VP)",3,2514
"ADJP(ADJP,IN,SBAR)",3,2515
"NP(DT,NN,CD)",3,2516
"VP(ADVP,ADVP,VBN)",3,2517
"WHNP(WP$,NN,S)",3,2518
"PP(IN,ADVP,ADJP)",3,2519
"NP(ADJP,NNS,SBAR)",3,2520
"FRAG(ADVP,WHADVP,SQ)",3,2521
"NP(DT,QP,NN)",3,2522
"VP(VBP,SBAR,VP)",3,2523
"NML(NN,PRP$)",3,2524
"QP(RB,DT,JJ)",3,2525
"NP(NML,VBG,NNS)",3,2526
"NML(ADVP,HYPH,PP)",3,2527
"S(SBAR,ADJP,VP)",3,2528
"ADVP(QP,RB)",3,2529
"PP(ADVP,JJ,PP)",3,2530
"VP(NN,PP,S)",3,2531
"NP(WDT,JJ,NN)",3,2532
"S(PP,CC,VP)",3,2533
"ADJP(ADVP,JJ,SBAR)",3,2534
"PP(IN,CC,VP)",3,2535
"VP(NN,ADVP,SBAR)",3,2536
"NP(S,CC,SBAR)",3,2537
"SINV(ADVP,VP,SBAR)",3,2538
"PP(IN,CC,NNS)",3,2539
"PP(IN,CC,NN)",3,2540
"SBARQ(PP,WHADVP,SQ)",3,2541
"ADJP(NN,RB)",3,2542
"FRAG(CC,ADVP,SQ)",3,2543
"ADVP(ADVP,RB,SBAR)",3,2544
"FRAG(ADVP,VP)",3,2545
"NP(JJ,PRP)",3,2546
"ADJP(NNP,FW)",3,2547
"NP(JJ,VB)",3,2548
"VP(VBP,S,NP)",3,2549
"SBAR(ADJP,IN,S)",3,2550
"VP(VBN,CC,ADVP)",3,2551
"ADVP(RB,HYPH,JJ)",3,2552
"SINV(PP,VP,PP)",3,2553
"SBAR(WHNP,WHNP,S)",3,2554
"S(S,FW,S)",3,2555
"ADJP(NNP,PP)",3,2556
"NP(CD,HYPH,NNS)",3,2557
"VP(VBN,NNS)",3,2558
"NP(DT,HYPH)",3,2559
"ADJP(JJ,CC,PP)",3,2560
"NP(NP,RP)",3,2561
"WHADVP(RB,WRB,JJ)",3,2562
"NP(NNP,DT,NNS)",3,2563
"SBAR(WHADVP,CC,SBAR)",3,2564
"WHNP(DT,SBAR)",3,2565
"NP(DT,QP)",3,2566
"NP(NP,NN,PP)",3,2567
"NML(NN,CC,NNP)",3,2568
"PP(IN,PP,VP)",3,2569
"VP(VBN,PRN)",3,2570
"SBARQ(ADVP,SQ)",3,2571
"S(ADJP,S)",3,2572
"VP(VBD,ADJP,ADJP)",3,2573
"WHADJP(RB,WRB,JJ)",3,2574
"VP(NP,NP)",3,2575
"NP(INTJ,FW)",3,2576
"QP(JJR,IN,NN)",3,2577
"NP(JJS,NNP)",3,2578
"ADVP(RB,NP,VP)",3,2579
"ADJP(ADJP,NP,SBAR)",3,2580
"SBAR(SBAR,RB,SBAR)",3,2581
"VP(VP,WHNP)",3,2582
"SBAR(WHADVP,WRB,S)",3,2583
"VP(NN,HYPH,VBN)",3,2584
"VP(JJ,ADVP)",3,2585
"VP(MD,PP,PP)",3,2586
"VP(VBG,ADJP,NP)",3,2587
"NP(NN,DT,NNS)",3,2588
"UCP(NP,CC,ADJP)",3,2589
"NP(QP,NP)",3,2590
"VP(VBN,ADVP,ADJP)",3,2591
"VP(VB,PRN,NP)",3,2592
"NP(NP,DT,VP)",3,2593
"VP(VB,CC,NP)",3,2594
"SBAR(DT,NP)",3,2595
"NP(LST,NP)",3,2596
"VP(VBG,CC,JJ)",3,2597
"VP(IN,NP)",3,2598
"NML(NML,CC,ADJP)",3,2599
"NP(NP,ADJP,JJ)",3,2600
"NP(RB,HYPH,VBG)",3,2601
"NP(NNP,CC,PP)",3,2602
"S(S,S,NN)",3,2603
"ADVP(JJR,IN,RB)",3,2604
"NP(QP,ADJP,NNS)",3,2605
"NP(NML,NN,CD)",3,2606
"VP(VB,ADVP,NN)",3,2607
"PP(IN,UH)",3,2608
"VP(NP,S)",3,2609
"SBAR(WHNP,CC,PP)",3,2610
"FRAG(PP,PP)",3,2611
"NP(PDT,DT,NML)",3,2612
"VP(JJ,SBAR)",3,2613
"ADVP(IN,VP)",3,2614
"NP(CD,JJ)",3,2615
"ADVP(RB,WP)",3,2616
"PP(PP,FW,NP)",3,2617
"SBAR(RB,SBAR)",3,2618
"S(SBAR,PRN,VP)",3,2619
"NP(DT,RBR,JJ)",3,2620
"NP(NP,ADJP,VP)",3,2621
"VP(ADVP,ADVP,VP)",3,2622
"NP(JJ,PRP$,NN)",3,2623
"NML(NN,CC,VBG)",3,2624
"NP(NP,ADVP,ADVP)",3,2625
"S(NP,SINV)",3,2626
"NP(CD,ADJP)",3,2627
"NP(JJ,NP)",3,2628
"SBAR(SBAR,CONJP,SBAR)",3,2629
"NML(NNP,NNP,JJ)",3,2630
"SBARQ(ADVP,WHADVP,SQ)",3,2631
"NP(CC,PP)",3,2632
"NP(NP,PP,NN)",3,2633
"S(ADVP,NP,NP)",3,2634
"VP(VBP,INTJ)",3,2635
"ADVP(NNP,RB)",3,2636
"NP(RB,RB,NNP)",3,2637
"NP(UCP,NP)",3,2638
"NP(ADVP,VP)",3,2639
"FRAG(INTJ,NP,NP)",3,2640
"NP(NNP,PP)",3,2641
"PP(RP,S)",3,2642
"NP(NP,JJS)",3,2643
"PP(IN,HYPH,IN)",3,2644
"VP(VBN,NP,PRT)",3,2645
"ADJP(NN,CC,VBG)",3,2646
"ADVP(NNP,NP)",3,2647
"NP(NNP,VBG)",3,2648
"PP(IN,RB,NP)",3,2649
"NP(NP,JJ,PP)",3,2650
"SQ(VBZ,NP,ADVP)",3,2651
"PP(NNP,NP)",3,2652
"VP(VB,WHADVP,S)",3,2653
"S(ADVP,ADVP,NP)",3,2654
"VP(PP,MD,VP)",3,2655
"NP(NP,VP,S)",3,2656
"CONJP(RB,RB,WRB)",3,2657
"S(S,VP,VP)",3,2658
"ADVP(RB,VP)",3,2659
"VP(ADVP,VBN,NP)",3,2660
"FRAG(SBAR,NP,VP)",3,2661
"WHNP(WDT,DT,NN)",3,2662
"S(NP,PRN,SBAR)",3,2663
"NP(NP,SBAR,NN)",3,2664
"NP(LS,NP)",3,2665
"WHNP(WP,NN)",3,2666
"ADVP(RB,IN,PP)",3,2667
"ADJP(ADJP,CONJP,JJ)",3,2668
"VP(VBZ,PRN,PP)",3,2669
"PRN(S,CC,SBAR)",3,2670
"ADVP(RBR,RB,RB)",3,2671
"SBAR(WHNP,CC,S)",3,2672
"ADJP(JJ,RP)",2,2673
"SQ(CC,VP)",2,2674
"NP(DT,NNP,PRP)",2,2675
"VP(VP,SBARQ)",2,2676
"SBARQ(ADVP,WHNP,S)",2,2677
"NP(CD,CC,DT)",2,2678
"S(NP,NP,S)",2,2679
"NP(JJ,VP)",2,2680
"NP(NP,NN,CD)",2,2681
"SBAR(SBAR,CC)",2,2682
"NP(PRP$,NN,VBZ)",2,2683
"NML(JJ,NNPS)",2,2684
"ADVP(DT,CC,RB)",2,2685
"NP(LST,CC,NP)",2,2686
"NP(DT,VBP)",2,2687
"RRC(ADVP,ADJP)",2,2688
"WHNP(WRB,RB)",2,2689
"NP(NN,NP,PP)",2,2690
"VP(ADVP,VBD,NP)",2,2691
"S(PP,NP,SBAR)",2,2692
"NP(FW,ADJP)",2,2693
"NP(NN,CC,PP)",2,2694
"SBAR(ADVP,IN,SBAR)",2,2695
"QP(PDT,DT,NN)",2,2696
"ADVP(ADVP,CC,RBR)",2,2697
"NP(NN,CC,JJR)",2,2698
"VP(VBG,RB,NP)",2,2699
"NP(NP,NN,CC)",2,2700
"VP(DT,VP)",2,2701
"NP(NNP,NNP,RB)",2,2702
"WHNP(ADVP,PP)",2,2703
"NML(NNP,NN,NN)",2,2704
"VP(VBD,NP,UCP)",2,2705
"PP(IN,NP,NN)",2,2706
"ADVP(RP,RB)",2,2707
"CONJP(CC,PP)",2,2708
"WHNP(CC,WHPP)",2,2709
"NP(DT,JJ,VB)",2,2710
"ADJP(RB,NN,JJ)",2,2711
"S(NP,WHNP,VP)",2,2712
"ADVP(JJS,RB)",2,2713
"NP(QP,NNPS)",2,2714
"NP(VBN,NP)",2,2715
"SBAR(WHNP,CC,VP)",2,2716
"PRN(CC,VP)",2,2717
"NP(NML,JJ)",2,2718
"WHNP(WP$,ADJP,NNS)",2,2719
"NP(NN,DT,JJR)",2,2720
"VP(POS,SBAR)",2,2721
"ADJP(AFX,HYPH,JJ)",2,2722
"NP(ADJP,NNS,NNS)",2,2723
"NP(JJ,NNS,RB)",2,2724
"QP(RB,CD,NNS)",2,2725
"ADJP(RB,VBN,PRT)",2,2726
"NP(NN,HYPH,PP)",2,2727
"NP(JJ,NN,JJ)",2,2728
"NML(NN,POS)",2,2729
"NP(ADVP,DT,JJ)",2,2730
"UCP(NNP,CC,NNP)",2,2731
"NML(NN,NP)",2,2732
"SBAR(DT,PP)",2,2733
"S(NP,VP,SYM)",2,2734
"PP(IN,DT)",2,2735
"VP(VBZ,INTJ,SBAR)",2,2736
"INTJ(LS,NN)",2,2737
"NML(CC,NNS)",2,2738
"NML(NNP,HYPH,FW)",2,2739
"FRAG(PP,ADVP)",2,2740
"S(ADJP,PP,VP)",2,2741
"NP(PRP,CC,NN)",2,2742
"NP(DT,ADJP,NP)",2,2743
"NP(NFP,FW)",2,2744
"ADJP(ADJP,ADJP,S)",2,2745
"PP(IN,NP,SBAR)",2,2746
"NML(PRP$,NNS)",2,2747
"S(VP,PP)",2,2748
"NP(DT,NN,SBARQ)",2,2749
"PP(JJ,IN,PP)",2,2750
"NP(VBN,NNP,NN)",2,2751
"NP(DT,JJS,NNP)",2,2752
"FRAG(NP,FW,FW)",2,2753
"SBAR(IN,CONJP,VP)",2,2754
"NP(CD,NML,NN)",2,2755
"NP(QP,NNP)",2,2756
"NML(NML,JJ)",2,2757
"VP(FW,ADVP,VP)",2,2758
"ADJP(ADVP,CC,PP)",2,2759
"NP(DT,NML,JJ)",2,2760
"NP(PRP$,JJ,JJ)",2,2761
"NP(DT,NP,NP)",2,2762
"VP(MD,S,PP)",2,2763
"NP(NNP,NNPS,POS)",2,2764
"NP(DT,NML,VBZ)",2,2765
"NP(DT,NML,AFX)",2,2766
"NP(NP,NP,WHNP)",2,2767
"S(PP,WHNP,VP)",2,2768
"NP(ADVP,CC,NP)",2,2769
"NML(NN,HYPH,CD)",2,2770
"NP(NNP,NML,NNS)",2,2771
"S(ADVP,SINV)",2,2772
"WHNP(WDT,NNP)",2,2773
"S(S,RB,VP)",2,2774
"NP(DT,WRB)",2,2775
"ADJP(ADJP,PP,ADVP)",2,2776
"NP(CC,NP,S)",2,2777
"ADJP(RB,JJR,RP)",2,2778
"NP(VBG,HYPH,IN)",2,2779
"NP(ADJP,ADVP,SBAR)",2,2780
"NP(JJ,FW,FW)",2,2781
"SBARQ(WHNP,SBAR)",2,2782
"VP(FW,S)",2,2783
"S(PP,NP,PP)",2,2784
"NP(FRAG,NP)",2,2785
"FRAG(S,NP)",2,2786
"NML(NML,NNP,NNP)",2,2787
"SBAR(SBAR,CC,WHADVP)",2,2788
"VP(VBG,CC,SBAR)",2,2789
"VP(VB,NP,WHADVP)",2,2790
"ADJP(JJ,PRN,PP)",2,2791
"VP(VBZ,INTJ,PP)",2,2792
"ADJP(RB,RB,NN)",2,2793
"VP(ADVP,VBN,PRT)",2,2794
"ADVP(RB,IN,JJ)",2,2795
"NP(NNP,NNPS,NN)",2,2796
"VP(VBP,VP,SBAR)",2,2797
"VP(VBP,VP,PP)",2,2798
"NP(UH,VB)",2,2799
"PRN(CC,VBZ)",2,2800
"NP(NNP,JJ,NNP)",2,2801
"NP(JJ,IN,NP)",2,2802
"NML(NML,CONJP,NML)",2,2803
"SBAR(WHADVP,VP)",2,2804
"NP(CONJP,DT,NN)",2,2805
"PP(IN,NNS)",2,2806
"NP(NP,PP,RB)",2,2807
"ADVP(DT,NN,WHNP)",2,2808
"S(S,WHADVP,SQ)",2,2809
"VP(MD,ADVP,SBAR)",2,2810
"VP(ADVP,VBN,NN)",2,2811
"ADJP(ADJP,PRN,PP)",2,2812
"NP(DT,VBN,NML)",2,2813
"NP(NNS,ADJP,NNS)",2,2814
"VP(VBZ,INTJ,VP)",2,2815
"NP(ADVP,CD,NNS)",2,2816
"NP(VBN,HYPH,NNS)",2,2817
"VP(TO,S)",2,2818
"S(RB,SBAR,VP)",2,2819
"PP(CC,IN,ADJP)",2,2820
"NP(VBN,ADJP,NNS)",2,2821
"NP(JJ,CD,NNS)",2,2822
"NP(RB,ADJP)",2,2823
"SBAR(WHPP,PRN,S)",2,2824
"NP(VBG,JJ)",2,2825
"PP(IN,WHADVP)",2,2826
"ADJP(ADJP,RB,DT)",2,2827
"NML(JJ,DT)",2,2828
"PRN(INTJ,NP)",2,2829
"S(S,ADVP,SBAR)",2,2830
"ADJP(JJ,CONJP,NN)",2,2831
"UCP(ADJP,CC)",2,2832
"SQ(CC,VBZ,NP)",2,2833
"VP(VBG,HYPH,NP)",2,2834
"VP(VBG,HYPH,RB)",2,2835
"NP(NP,NFP,NN)",2,2836
"NP(NNP,DT)",2,2837
"PRN(INTJ,S)",2,2838
"WHNP(WDT,NN,AFX)",2,2839
"NP(NP,NP,NML)",2,2840
"NML(NNP,JJ,NNP)",2,2841
"VP(VP,CC,SQ)",2,2842
"VP(VBP,VP,NP)",2,2843
"ADVP(CC,RB,RB)",2,2844
"PP(PP,PRN)",2,2845
"QP(RB,JJ)",2,2846
"NP(DT,VBN,POS)",2,2847
"QP(DT,CC,DT)",2,2848
"SBAR(PP,NP)",2,2849
"NP(JJ,HYPH,VBG)",2,2850
"VP(ADVP,VBZ)",2,2851
"NP(NP,SYM)",2,2852
"ADJP(JJ,CC,PRP$)",2,2853
"NP(NP,FW,NN)",2,2854
"SBAR(IN,RB,RB)",2,2855
"NP(S,ADJP)",2,2856
"ADJP(ADJP,ADJP,SBAR)",2,2857
